AREA DEM REP OTH4 OTH5 OTH6 OTH7 OTH8 OTH9 OTH10 OTH11 OTH12 OTH13 OTH14 OTH15 OTH16 OTH17 OTH18 OTH19 OTH20 OTH21 OTH22 OTH23 OTH24
AREA DEM REP OTH4 OTH5 OTH6 OTH7 OTH8 OTH9 OTH10 OTH11 OTH12 OTH13 OTH14 OTH15 OTH16 OTH17 OTH18 OTH19 OTH20 OTH21 OTH22 OTH23 OTH24
IN-9 44.87 55.13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
KS-1 40.04 59.96 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
KS-2 47.89 47.79 NA NA NA NA NA NA NA NA NA NA NA 4.32 NA NA NA NA NA NA NA NA NA
KS-3 53.35 43.69 NA NA NA NA NA NA NA NA NA NA NA 2.97 NA NA NA NA NA NA NA NA NA
KS-4 38.27 61.73 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
KY-1 29.49 70.51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
KY-2 32.21 64.74 NA NA NA NA NA NA 3.04 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
KY-3 69.97 27.11 NA NA NA NA NA NA NA NA NA NA NA 2.92 NA NA NA NA NA NA NA NA NA
KY-4 33.85 63.13 NA NA NA NA NA NA 3.02 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
KY-5 22.5 77.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
KY-6 48.6 48.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.2
LA-1 12.28 70.19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.11
LA-2 85.31 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 14.69
LA-3 13.45 55.46 NA NA NA NA NA NA NA NA NA NA NA 4.11 NA NA NA NA NA NA NA NA NA
LA-4 37.19 60.05 NA NA NA NA NA 2.76 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
LA-5 34.49 62.36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.15
LA-6 18.82 66.03 NA NA NA NA NA 2.51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MA-1 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MA-2 74.54 25.46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MA-3 67.21 28.94 NA NA NA NA NA NA 3.84 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MA-4 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MA-5 82.96 17.04 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MA-6 71.03 25.72 NA NA NA NA NA NA 3.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MA-7 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MA-8 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MA-9 70.79 29.21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MD-1 33.31 63.45 NA NA NA NA NA NA NA NA NA NA NA 3.24 NA NA NA NA NA NA NA NA NA
MD-2 71.34 25.12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.54
MD-3 73.26 23.55 NA NA NA NA NA NA NA NA NA NA NA 3.18 NA NA NA NA NA NA NA NA NA
MD-4 84.33 12.19 NA NA NA NA NA NA NA NA NA NA NA 3.48 NA NA NA NA NA NA NA NA NA
MD-5 74.86 21.53 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.62
MD-6 60.47 35.55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.98
MD-7 83.55 13 NA NA NA NA NA NA NA NA NA NA NA 3.45 NA NA NA NA NA NA NA NA NA
MD-8 74.86 21.93 NA NA NA NA NA NA NA NA NA NA NA 3.22 NA NA NA NA NA NA NA NA NA
ME-1 60.93 35.73 NA NA NA NA NA NA 3.34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ME-2 48.75 47.67 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.58
MI-1 44.02 55.98 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MI-10 34.94 61.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.41
MI-11 50.34 45.72 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.94
MI-12 74.1 22.49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.41
MI-13 85.85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 14.15
MI-14 86.59 10.05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.36 NA
MI-2 44.2 53.27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.53 NA NA NA NA
MI-3 44.23 52.88 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.89 NA NA NA NA
MI-4 39.82 60.18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MI-5 66.06 31.07 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.87 NA
MI-6 47.16 49.96 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.88 NA NA NA NA
MI-7 46.45 53.55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MI-8 49.85 47.26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.89
MI-9 59.48 36.76 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.76
MN-1 49.81 50.19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MN-2 53.07 46.93 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MN-3 53.56 46.44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MN-4 74.81 21.5 NA NA NA NA NA NA NA NA NA NA 3.69 NA NA NA NA NA NA NA NA NA NA
MN-5 81.22 18.78 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MN-6 38.61 61.39 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MN-7 52.6 47.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MN-8 42.11 53.65 NA NA NA NA NA NA NA 4.24 NA NA NA NA NA NA NA NA NA NA NA NA NA
MO-1 85.01 11.51 NA NA NA NA NA NA NA NA NA NA NA 3.49 NA NA NA NA NA NA NA NA NA
MO-2 45.59 51.19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.22
MO-3 29.03 67.67 NA NA NA NA NA NA NA NA NA NA NA 3.31 NA NA NA NA NA NA NA NA NA
MO-4 30.04 66.67 NA NA NA NA NA NA NA NA NA NA NA 3.28 NA NA NA NA NA NA NA NA NA
MO-5 66.51 29.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.78
MO-6 32.25 64.51 NA NA NA NA NA NA NA NA NA NA NA 3.24 NA NA NA NA NA NA NA NA NA
MO-7 24.58 72.03 NA NA NA NA NA NA NA NA NA NA NA 3.39 NA NA NA NA NA NA NA NA NA
MO-8 22.31 74.25 NA NA NA NA NA NA NA NA NA NA NA 3.44 NA NA NA NA NA NA NA NA NA
MS-1 37.72 59.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.68 NA NA NA NA NA NA
MS-2 62.99 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34.46 NA NA NA NA NA 2.54
MS-3 40.39 56.34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.27 NA NA NA NA NA NA
