AREA DEM REP OTH
AREA DEM REP OTH
ME-1 180946.3505427 122697.44945729998 0
MD-8 168415.61037766002 58512.78913838 0
MD-7 128031.78273782 43204.41726218 0
MD-6 120349.98155285999 121131.31844713999 0
MD-5 146205.93775060002 83120.16224939999 0
MD-4 142153.83307999998 21556.566919999997 0
MD-3 133079.15575943998 106510.74424056002 0
MD-2 134128.0060326 101644.99396739999 0
MD-1 99243.94225152001 137000.26629168 0
MA-9 191525.12400742003 133714.27599258 0
MA-8 196389.769536 89166.730464 0
MA-7 167692.95840902 25540.741590980004 0
MA-6 198529.01096972998 107813.94733010998 0
MA-5 202178.54976099 76439.35023901 0
MA-4 212958.4 0 0
MA-3 156950.72309312 89822.17690687999 0
MA-2 175579.06660751998 96201.73339248 0
MA-1 162843.82089591 93866.27910409 0
LA-6 0 108119.29930354001 0
LA-5 9029.754420016 26304.313752175996 0
LA-4 0 0 0
LA-3 16703.727602310002 34229.49899264 3275.258832027
LA-2 106475.52800914 32152.171990860006 0
LA-1 37031.308711920006 98610.48977276002 0
KY-6 93882.08595603998 153122.21404396 0
KY-5 37268.13547636 177568.94303993 0
KY-4 82254.98252375 162725.03793144002 0
KY-3 146741.463327 98325.536673 0
KY-2 65667.55776368 172379.64223632004 0
KY-1 58029.178112819995 174835.09860075 0
KS-4 74518.25952904 155824.94047096 0
KS-3 151833.48115367998 140425.892256 0
KS-2 93483.23400712 143589.56599287997 0
KS-1 63886.706286960005 159719.49371304002 0
IN-9 79054.690631 154354.233859 0
IN-8 68330.86266808999 154237.25833098 0
IN-7 121344.99961282 66954.20811128 0
IN-6 67114.32277536001 153503.27722464 0
IN-5 95488.54491540002 160625.4550846 0
IN-4 67639.21547558 160028.58452442 0
IN-3 66307.17138544 146922.71682276 0
IN-2 72639.93684012 130494.90857208 0
IN-1 124212.89331849999 106939.60668150001 0
IL-9 191317.56589079998 84095.0341092 0
IL-8 136764.81481185 103852.88518815 0
IL-7 173643.7 0 0
IL-6 145876.5323652 145833.06763479998 0
IL-5 194509.47684927002 87928.96801821001 0
IL-4 112961.37546956999 39306.32233756 0
IL-3 138403.14291208 61363.75708792 0
IL-2 159483.2046071 65240.095392899995 0
IL-17 126421.76535383001 123603.13464616999 0
IL-16 95788.2382894 195956.2617106 0
IL-15 76798.86120690001 210930.53879310002 0
IL-14 128908.24954722001 121904.65045278 0
IL-13 141896.07511019 128197.62488980999 0
IL-12 74469.62891835 203143.67108164998 0
IL-1 176275.21730157 72134.70753942 0
IL-11 155237.12690784 123266.67309216 0
IL-10 154341.3092542 106077.3907458 0
ID-2 84963.73851647999 172853.86148351998 0
ID-1 61836.23979266 178573.00258418 0
IA-4 96897.33161308 202471.84167949 0
IA-3 161463.85980813002 166845.44019187 0
IA-2 158563.8494132 180467.1505868 0
IA-1 153477.73951404 178599.66048596002 0
HI-2 130216.81191234 67659.62893240999 0
HI-1 127861.90417703999 66445.99582296 0
GA-9 61449.395544880004 191590.80445512 0
GA-8 68103.36115488 153949.8166398 0
GA-7 130775.48560799999 96197.31439199999 0
GA-6 108878.8095675 190234.69043249998 0
GA-5 176205.54482433 60041.75517567 0
GA-4 171875.16007424 58576.06297088 0
GA-3 79398.97983954 184292.32016046 0
GA-2 113389.56369188 103375.53630812 0
GA-14 65330.19187224001 162893.03095008002 0
GA-13 159424.87355399 53960.82644601 0
GA-12 86967.53748176999 143976.36251823002 0
GA-1 87304.06146374998 142743.43853625 0
GA-11 97083.98810784 173913.21189216 0
GA-10 84546.7084664 177514.46532748002 0
FL-9 107343.23757030001 90929.76242969999 0
FL-8 102220.94001769 195455.35998231 0
FL-7 109445.50101158003 158439.39898842003 0
FL-6 0 210925.51470867998 0
FL-5 0 0 0
FL-4 116056.1185255 159803.28147450002 0
FL-3 101509.39462068999 162290.52641264998 0
FL-28 88781.15077659 119368.14922340999 0
FL-27 99155.85702452999 111920.44297547 0
FL-26 63718.35805179001 109900.34194821 0
FL-25 157239.75780035998 107944.54219964 0
FL-24 128076.96767554001 42221.23232446 0
FL-23 159397.39460075 136541.30805415 10444.806536605001
FL-22 162095.74346228997 118363.55653771 0
FL-2 127118.79277552999 168025.90722447 0
FL-21 114549.68803632 177153.51196368 0
FL-20 161734.45543200002 56672.144567999996 0
FL-19 102635.75180566002 199405.61799020003 0
FL-18 0 160259.7492157 0
FL-17 97303.87719886 179423.47219074998 0
FL-16 97547.47406768 154765.62593232 0
FL-15 104824.55996846 127967.54003154 0
FL-14 127693.4588347 94898.3411653 0
FL-13 124693.39973306 142671.16673722002 0
FL-12 88940.49190952002 199332.43691777 0
FL-1 105966.06424426 191686.23575573997 0
FL-11 90311.84433159 164815.91970102 0
FL-10 116161.95341862 70726.91021812 7025.2383024010005
DE-1 173801.01997499997 137109.64430625 10151.816455
CT-5 134214.19012535 132314.10987465 0
CT-4 153408.0540296 105833.1459704 0
CT-3 145266.72108096 106196.60240048001 8138.284306608
CT-2 159231.32453018 123203.17005629998 9237.602496799
CT-1 154234.29034859999 96153.93161219999 0
CO-8 106253.22612149999 120852.93592758 0
CO-7 160247.42138352 145485.4086372 14314.992382626
CO-6 155578.55175433998 114528.63924997 0
CO-5 103045.69640247998 161528.54496434 11106.444849145
CO-4 114507.76682696 207185.52463388004 0
CO-3 137884.35790526998 167697.74209473 0
CO-2 212577.05451506 110694.11634339999 15701.142700432
CO-1 205099.83537031998 62471.49507227999 0
CA-9 102271.78203801 93683.11796198999 0
CA-8 157228.12370755 54717.17629245 0
CA-7 144217.02500370002 64894.074996300005 0
CA-6 122493.34101158 90473.25898842001 0
CA-52 116031.08480608002 51556.51519391999 0
CA-5 100585.98500280001 164591.0149972 0
CA-51 149933.69081278 85544.00918722 0
CA-50 165358.59722745 93914.90277255 0
CA-49 141619.61423921998 126953.68576077999 0
CA-48 99342.23121747 144881.86878253 0
CA-47 143217.48244696 129731.71755304001 0
CA-46 99628.31005875 52514.18994125 0
CA-45 114469.61218300002 121432.88781699998 0
CA-44 131288.39550024 38730.00449976 0
CA-43 117141.78062159999 29147.019378399997 0
CA-42 123400.13569875002 45362.364301249996 0
CA-4 173049.89168323998 73713.50831676 0
CA-41 105101.82084560001 121293.37915440001 0
CA-40 130360.07871941998 165102.52128058 0
CA-39 100840.72638105 62394.17361895001 0
CA-38 125728.78152401999 76905.01847598 0
CA-37 75830.87677662 0 0
CA-36 193090.47708857 81125.82291143 0
CA-35 91178.11296116 53805.78703883999 0
CA-34 57143.32469992 0 0
CA-33 93587.4106029 56501.5893971 0
CA-32 171729.84788901 70005.22793748 0
